Subject,pred,gold,Is_Correct,Model
abstract_algebra,B,B,1,Llama-3.1-8B-Instruct
abstract_algebra,A,A,1,Llama-3.1-8B-Instruct
abstract_algebra,A,C,0,Llama-3.1-8B-Instruct
abstract_algebra,B,B,1,Llama-3.1-8B-Instruct
abstract_algebra,A,A,1,Llama-3.1-8B-Instruct
abstract_algebra,A,D,0,Llama-3.1-8B-Instruct
abstract_algebra,C,B,0,Llama-3.1-8B-Instruct
abstract_algebra,A,A,1,Llama-3.1-8B-Instruct
abstract_algebra,C,A,0,Llama-3.1-8B-Instruct
abstract_algebra,A,D,0,Llama-3.1-8B-Instruct
abstract_algebra,C,D,0,Llama-3.1-8B-Instruct
abstract_algebra,A,C,0,Llama-3.1-8B-Instruct
abstract_algebra,A,B,0,Llama-3.1-8B-Instruct
abstract_algebra,A,B,0,Llama-3.1-8B-Instruct
abstract_algebra,A,C,0,Llama-3.1-8B-Instruct
abstract_algebra,C,D,0,Llama-3.1-8B-Instruct
abstract_algebra,A,C,0,Llama-3.1-8B-Instruct
abstract_algebra,A,A,1,Llama-3.1-8B-Instruct
abstract_algebra,A,A,1,Llama-3.1-8B-Instruct
abstract_algebra,D,D,1,Llama-3.1-8B-Instruct
abstract_algebra,C,C,1,Llama-3.1-8B-Instruct
abstract_algebra,A,D,0,Llama-3.1-8B-Instruct
abstract_algebra,B,B,1,Llama-3.1-8B-Instruct
abstract_algebra,C,D,0,Llama-3.1-8B-Instruct
abstract_algebra,A,B,0,Llama-3.1-8B-Instruct
abstract_algebra,N/A,C,0,Llama-3.1-8B-Instruct
abstract_algebra,A,A,1,Llama-3.1-8B-Instruct
abstract_algebra,A,D,0,Llama-3.1-8B-Instruct
abstract_algebra,A,C,0,Llama-3.1-8B-Instruct
abstract_algebra,C,B,0,Llama-3.1-8B-Instruct
abstract_algebra,A,D,0,Llama-3.1-8B-Instruct
abstract_algebra,A,A,1,Llama-3.1-8B-Instruct
abstract_algebra,C,C,1,Llama-3.1-8B-Instruct
abstract_algebra,C,D,0,Llama-3.1-8B-Instruct
abstract_algebra,A,C,0,Llama-3.1-8B-Instruct
abstract_algebra,A,A,1,Llama-3.1-8B-Instruct
abstract_algebra,N/A,A,0,Llama-3.1-8B-Instruct
abstract_algebra,D,A,0,Llama-3.1-8B-Instruct
abstract_algebra,A,C,0,Llama-3.1-8B-Instruct
abstract_algebra,A,D,0,Llama-3.1-8B-Instruct
abstract_algebra,B,B,1,Llama-3.1-8B-Instruct
abstract_algebra,A,B,0,Llama-3.1-8B-Instruct
abstract_algebra,A,A,1,Llama-3.1-8B-Instruct
abstract_algebra,A,D,0,Llama-3.1-8B-Instruct
abstract_algebra,C,C,1,Llama-3.1-8B-Instruct
abstract_algebra,C,B,0,Llama-3.1-8B-Instruct
abstract_algebra,D,C,0,Llama-3.1-8B-Instruct
abstract_algebra,N/A,C,0,Llama-3.1-8B-Instruct
abstract_algebra,C,C,1,Llama-3.1-8B-Instruct
anatomy,A,A,1,Llama-3.1-8B-Instruct
anatomy,B,B,1,Llama-3.1-8B-Instruct
anatomy,A,A,1,Llama-3.1-8B-Instruct
anatomy,C,C,1,Llama-3.1-8B-Instruct
anatomy,B,B,1,Llama-3.1-8B-Instruct
anatomy,A,B,0,Llama-3.1-8B-Instruct
anatomy,B,A,0,Llama-3.1-8B-Instruct
anatomy,B,B,1,Llama-3.1-8B-Instruct
anatomy,B,C,0,Llama-3.1-8B-Instruct
anatomy,D,D,1,Llama-3.1-8B-Instruct
anatomy,D,D,1,Llama-3.1-8B-Instruct
anatomy,D,D,1,Llama-3.1-8B-Instruct
anatomy,D,D,1,Llama-3.1-8B-Instruct
anatomy,D,B,0,Llama-3.1-8B-Instruct
anatomy,C,A,0,Llama-3.1-8B-Instruct
anatomy,C,C,1,Llama-3.1-8B-Instruct
anatomy,D,B,0,Llama-3.1-8B-Instruct
anatomy,D,D,1,Llama-3.1-8B-Instruct
anatomy,A,D,0,Llama-3.1-8B-Instruct
anatomy,C,C,1,Llama-3.1-8B-Instruct
anatomy,C,C,1,Llama-3.1-8B-Instruct
anatomy,C,C,1,Llama-3.1-8B-Instruct
anatomy,A,B,0,Llama-3.1-8B-Instruct
anatomy,C,B,0,Llama-3.1-8B-Instruct
anatomy,D,B,0,Llama-3.1-8B-Instruct
anatomy,A,C,0,Llama-3.1-8B-Instruct
anatomy,C,C,1,Llama-3.1-8B-Instruct
anatomy,D,A,0,Llama-3.1-8B-Instruct
anatomy,C,C,1,Llama-3.1-8B-Instruct
anatomy,D,B,0,Llama-3.1-8B-Instruct
anatomy,C,C,1,Llama-3.1-8B-Instruct
anatomy,B,A,0,Llama-3.1-8B-Instruct
anatomy,B,B,1,Llama-3.1-8B-Instruct
anatomy,D,B,0,Llama-3.1-8B-Instruct
anatomy,A,C,0,Llama-3.1-8B-Instruct
anatomy,D,C,0,Llama-3.1-8B-Instruct
anatomy,D,D,1,Llama-3.1-8B-Instruct
anatomy,C,C,1,Llama-3.1-8B-Instruct
anatomy,A,D,0,Llama-3.1-8B-Instruct
anatomy,C,C,1,Llama-3.1-8B-Instruct
anatomy,C,C,1,Llama-3.1-8B-Instruct
anatomy,B,C,0,Llama-3.1-8B-Instruct
anatomy,B,B,1,Llama-3.1-8B-Instruct
anatomy,B,C,0,Llama-3.1-8B-Instruct
anatomy,A,A,1,Llama-3.1-8B-Instruct
anatomy,C,C,1,Llama-3.1-8B-Instruct
anatomy,B,B,1,Llama-3.1-8B-Instruct
anatomy,C,C,1,Llama-3.1-8B-Instruct
anatomy,A,A,1,Llama-3.1-8B-Instruct
anatomy,A,C,0,Llama-3.1-8B-Instruct
anatomy,D,D,1,Llama-3.1-8B-Instruct
anatomy,D,D,1,Llama-3.1-8B-Instruct
anatomy,B,B,1,Llama-3.1-8B-Instruct
anatomy,B,B,1,Llama-3.1-8B-Instruct
anatomy,B,B,1,Llama-3.1-8B-Instruct
anatomy,B,D,0,Llama-3.1-8B-Instruct
anatomy,A,A,1,Llama-3.1-8B-Instruct
anatomy,C,C,1,Llama-3.1-8B-Instruct
anatomy,D,D,1,Llama-3.1-8B-Instruct
anatomy,B,D,0,Llama-3.1-8B-Instruct
anatomy,D,D,1,Llama-3.1-8B-Instruct
anatomy,C,C,1,Llama-3.1-8B-Instruct
anatomy,B,B,1,Llama-3.1-8B-Instruct
anatomy,C,C,1,Llama-3.1-8B-Instruct
anatomy,C,C,1,Llama-3.1-8B-Instruct
anatomy,D,B,0,Llama-3.1-8B-Instruct
anatomy,D,D,1,Llama-3.1-8B-Instruct
anatomy,C,C,1,Llama-3.1-8B-Instruct
anatomy,C,D,0,Llama-3.1-8B-Instruct
anatomy,B,B,1,Llama-3.1-8B-Instruct
anatomy,A,B,0,Llama-3.1-8B-Instruct
anatomy,A,A,1,Llama-3.1-8B-Instruct
anatomy,D,D,1,Llama-3.1-8B-Instruct
anatomy,C,A,0,Llama-3.1-8B-Instruct
anatomy,D,D,1,Llama-3.1-8B-Instruct
anatomy,C,C,1,Llama-3.1-8B-Instruct
anatomy,A,A,1,Llama-3.1-8B-Instruct
anatomy,A,A,1,Llama-3.1-8B-Instruct
anatomy,C,C,1,Llama-3.1-8B-Instruct
anatomy,D,D,1,Llama-3.1-8B-Instruct
anatomy,B,B,1,Llama-3.1-8B-Instruct
anatomy,B,B,1,Llama-3.1-8B-Instruct
anatomy,B,C,0,Llama-3.1-8B-Instruct
anatomy,B,B,1,Llama-3.1-8B-Instruct
anatomy,B,B,1,Llama-3.1-8B-Instruct
anatomy,C,C,1,Llama-3.1-8B-Instruct
anatomy,C,C,1,Llama-3.1-8B-Instruct
anatomy,A,C,0,Llama-3.1-8B-Instruct
anatomy,A,C,0,Llama-3.1-8B-Instruct
anatomy,A,A,1,Llama-3.1-8B-Instruct
anatomy,D,D,1,Llama-3.1-8B-Instruct
anatomy,D,B,0,Llama-3.1-8B-Instruct
anatomy,D,B,0,Llama-3.1-8B-Instruct
anatomy,D,D,1,Llama-3.1-8B-Instruct
anatomy,B,A,0,Llama-3.1-8B-Instruct
anatomy,A,C,0,Llama-3.1-8B-Instruct
anatomy,D,A,0,Llama-3.1-8B-Instruct
anatomy,A,C,0,Llama-3.1-8B-Instruct
anatomy,B,A,0,Llama-3.1-8B-Instruct
anatomy,B,C,0,Llama-3.1-8B-Instruct
anatomy,D,D,1,Llama-3.1-8B-Instruct
anatomy,C,D,0,Llama-3.1-8B-Instruct
anatomy,C,C,1,Llama-3.1-8B-Instruct
anatomy,D,B,0,Llama-3.1-8B-Instruct
anatomy,A,A,1,Llama-3.1-8B-Instruct
anatomy,A,C,0,Llama-3.1-8B-Instruct
anatomy,C,C,1,Llama-3.1-8B-Instruct
anatomy,A,D,0,Llama-3.1-8B-Instruct
anatomy,D,D,1,Llama-3.1-8B-Instruct
anatomy,A,A,1,Llama-3.1-8B-Instruct
anatomy,D,C,0,Llama-3.1-8B-Instruct
anatomy,D,C,0,Llama-3.1-8B-Instruct
anatomy,D,D,1,Llama-3.1-8B-Instruct
anatomy,A,A,1,Llama-3.1-8B-Instruct
anatomy,A,A,1,Llama-3.1-8B-Instruct
anatomy,B,B,1,Llama-3.1-8B-Instruct
anatomy,D,D,1,Llama-3.1-8B-Instruct
anatomy,B,B,1,Llama-3.1-8B-Instruct
anatomy,B,B,1,Llama-3.1-8B-Instruct
anatomy,A,D,0,Llama-3.1-8B-Instruct
anatomy,C,C,1,Llama-3.1-8B-Instruct
anatomy,B,B,1,Llama-3.1-8B-Instruct
anatomy,C,C,1,Llama-3.1-8B-Instruct
anatomy,B,B,1,Llama-3.1-8B-Instruct
anatomy,A,D,0,Llama-3.1-8B-Instruct
anatomy,D,B,0,Llama-3.1-8B-Instruct
anatomy,C,C,1,Llama-3.1-8B-Instruct
anatomy,C,C,1,Llama-3.1-8B-Instruct
anatomy,A,A,1,Llama-3.1-8B-Instruct
anatomy,B,A,0,Llama-3.1-8B-Instruct
anatomy,A,A,1,Llama-3.1-8B-Instruct
anatomy,D,D,1,Llama-3.1-8B-Instruct
anatomy,B,A,0,Llama-3.1-8B-Instruct
anatomy,C,C,1,Llama-3.1-8B-Instruct
anatomy,D,D,1,Llama-3.1-8B-Instruct
astronomy,A,A,1,Llama-3.1-8B-Instruct
astronomy,D,D,1,Llama-3.1-8B-Instruct
astronomy,C,C,1,Llama-3.1-8B-Instruct
astronomy,D,C,0,Llama-3.1-8B-Instruct
astronomy,D,D,1,Llama-3.1-8B-Instruct
astronomy,C,C,1,Llama-3.1-8B-Instruct
astronomy,B,B,1,Llama-3.1-8B-Instruct
astronomy,B,B,1,Llama-3.1-8B-Instruct
astronomy,B,D,0,Llama-3.1-8B-Instruct
astronomy,D,D,1,Llama-3.1-8B-Instruct
astronomy,D,D,1,Llama-3.1-8B-Instruct
astronomy,C,C,1,Llama-3.1-8B-Instruct
astronomy,A,A,1,Llama-3.1-8B-Instruct
astronomy,D,D,1,Llama-3.1-8B-Instruct
astronomy,B,B,1,Llama-3.1-8B-Instruct
astronomy,C,C,1,Llama-3.1-8B-Instruct
astronomy,C,C,1,Llama-3.1-8B-Instruct
astronomy,D,A,0,Llama-3.1-8B-Instruct
astronomy,D,D,1,Llama-3.1-8B-Instruct
astronomy,C,C,1,Llama-3.1-8B-Instruct
astronomy,D,D,1,Llama-3.1-8B-Instruct
astronomy,D,D,1,Llama-3.1-8B-Instruct
astronomy,B,D,0,Llama-3.1-8B-Instruct
astronomy,B,B,1,Llama-3.1-8B-Instruct
astronomy,C,C,1,Llama-3.1-8B-Instruct
astronomy,D,D,1,Llama-3.1-8B-Instruct
astronomy,D,C,0,Llama-3.1-8B-Instruct
astronomy,D,D,1,Llama-3.1-8B-Instruct
astronomy,A,B,0,Llama-3.1-8B-Instruct
astronomy,C,C,1,Llama-3.1-8B-Instruct
astronomy,B,B,1,Llama-3.1-8B-Instruct
astronomy,C,C,1,Llama-3.1-8B-Instruct
astronomy,D,D,1,Llama-3.1-8B-Instruct
astronomy,D,D,1,Llama-3.1-8B-Instruct
astronomy,C,C,1,Llama-3.1-8B-Instruct
astronomy,D,D,1,Llama-3.1-8B-Instruct
astronomy,A,A,1,Llama-3.1-8B-Instruct
astronomy,C,C,1,Llama-3.1-8B-Instruct
astronomy,B,B,1,Llama-3.1-8B-Instruct
astronomy,B,B,1,Llama-3.1-8B-Instruct
astronomy,D,C,0,Llama-3.1-8B-Instruct
astronomy,D,D,1,Llama-3.1-8B-Instruct
astronomy,A,A,1,Llama-3.1-8B-Instruct
astronomy,D,A,0,Llama-3.1-8B-Instruct
astronomy,D,C,0,Llama-3.1-8B-Instruct
astronomy,D,D,1,Llama-3.1-8B-Instruct
astronomy,D,D,1,Llama-3.1-8B-Instruct
astronomy,A,A,1,Llama-3.1-8B-Instruct
astronomy,C,C,1,Llama-3.1-8B-Instruct
astronomy,B,B,1,Llama-3.1-8B-Instruct
astronomy,A,A,1,Llama-3.1-8B-Instruct
astronomy,N/A,D,0,Llama-3.1-8B-Instruct
astronomy,D,D,1,Llama-3.1-8B-Instruct
astronomy,D,A,0,Llama-3.1-8B-Instruct
astronomy,A,D,0,Llama-3.1-8B-Instruct
astronomy,C,C,1,Llama-3.1-8B-Instruct
astronomy,D,D,1,Llama-3.1-8B-Instruct
astronomy,D,D,1,Llama-3.1-8B-Instruct
astronomy,D,C,0,Llama-3.1-8B-Instruct
astronomy,D,D,1,Llama-3.1-8B-Instruct
astronomy,C,D,0,Llama-3.1-8B-Instruct
astronomy,D,D,1,Llama-3.1-8B-Instruct
astronomy,C,B,0,Llama-3.1-8B-Instruct
astronomy,D,A,0,Llama-3.1-8B-Instruct
astronomy,D,C,0,Llama-3.1-8B-Instruct
astronomy,D,C,0,Llama-3.1-8B-Instruct
astronomy,D,B,0,Llama-3.1-8B-Instruct
astronomy,D,B,0,Llama-3.1-8B-Instruct
astronomy,D,B,0,Llama-3.1-8B-Instruct
astronomy,C,C,1,Llama-3.1-8B-Instruct
astronomy,B,B,1,Llama-3.1-8B-Instruct
astronomy,D,D,1,Llama-3.1-8B-Instruct
astronomy,C,C,1,Llama-3.1-8B-Instruct
astronomy,D,D,1,Llama-3.1-8B-Instruct
astronomy,C,C,1,Llama-3.1-8B-Instruct
astronomy,C,C,1,Llama-3.1-8B-Instruct
astronomy,C,A,0,Llama-3.1-8B-Instruct
astronomy,B,A,0,Llama-3.1-8B-Instruct
astronomy,A,B,0,Llama-3.1-8B-Instruct
astronomy,D,C,0,Llama-3.1-8B-Instruct
astronomy,A,C,0,Llama-3.1-8B-Instruct
astronomy,C,C,1,Llama-3.1-8B-Instruct
astronomy,A,A,1,Llama-3.1-8B-Instruct
astronomy,A,A,1,Llama-3.1-8B-Instruct
astronomy,A,A,1,Llama-3.1-8B-Instruct
astronomy,A,A,1,Llama-3.1-8B-Instruct
astronomy,C,C,1,Llama-3.1-8B-Instruct
astronomy,B,B,1,Llama-3.1-8B-Instruct
astronomy,A,C,0,Llama-3.1-8B-Instruct
astronomy,D,D,1,Llama-3.1-8B-Instruct
astronomy,D,D,1,Llama-3.1-8B-Instruct
astronomy,A,B,0,Llama-3.1-8B-Instruct
astronomy,A,A,1,Llama-3.1-8B-Instruct
astronomy,A,D,0,Llama-3.1-8B-Instruct
astronomy,D,A,0,Llama-3.1-8B-Instruct
astronomy,B,B,1,Llama-3.1-8B-Instruct
astronomy,D,D,1,Llama-3.1-8B-Instruct
astronomy,C,C,1,Llama-3.1-8B-Instruct
astronomy,D,C,0,Llama-3.1-8B-Instruct
astronomy,C,C,1,Llama-3.1-8B-Instruct
astronomy,A,A,1,Llama-3.1-8B-Instruct
astronomy,D,D,1,Llama-3.1-8B-Instruct
astronomy,C,C,1,Llama-3.1-8B-Instruct
astronomy,D,D,1,Llama-3.1-8B-Instruct
astronomy,C,C,1,Llama-3.1-8B-Instruct
astronomy,A,A,1,Llama-3.1-8B-Instruct
astronomy,B,B,1,Llama-3.1-8B-Instruct
astronomy,B,C,0,Llama-3.1-8B-Instruct
astronomy,D,D,1,Llama-3.1-8B-Instruct
astronomy,B,B,1,Llama-3.1-8B-Instruct
astronomy,B,B,1,Llama-3.1-8B-Instruct
astronomy,D,D,1,Llama-3.1-8B-Instruct
astronomy,D,D,1,Llama-3.1-8B-Instruct
astronomy,C,C,1,Llama-3.1-8B-Instruct
astronomy,C,A,0,Llama-3.1-8B-Instruct
astronomy,D,D,1,Llama-3.1-8B-Instruct
astronomy,A,D,0,Llama-3.1-8B-Instruct
astronomy,C,C,1,Llama-3.1-8B-Instruct
astronomy,A,A,1,Llama-3.1-8B-Instruct
astronomy,D,D,1,Llama-3.1-8B-Instruct
astronomy,A,B,0,Llama-3.1-8B-Instruct
astronomy,B,B,1,Llama-3.1-8B-Instruct
astronomy,D,C,0,Llama-3.1-8B-Instruct
astronomy,D,D,1,Llama-3.1-8B-Instruct
astronomy,D,D,1,Llama-3.1-8B-Instruct
astronomy,D,D,1,Llama-3.1-8B-Instruct
astronomy,D,D,1,Llama-3.1-8B-Instruct
astronomy,C,C,1,Llama-3.1-8B-Instruct
astronomy,D,D,1,Llama-3.1-8B-Instruct
astronomy,C,C,1,Llama-3.1-8B-Instruct
astronomy,A,A,1,Llama-3.1-8B-Instruct
astronomy,A,B,0,Llama-3.1-8B-Instruct
astronomy,C,C,1,Llama-3.1-8B-Instruct
astronomy,B,B,1,Llama-3.1-8B-Instruct
astronomy,D,D,1,Llama-3.1-8B-Instruct
astronomy,B,D,0,Llama-3.1-8B-Instruct
astronomy,A,C,0,Llama-3.1-8B-Instruct
astronomy,D,D,1,Llama-3.1-8B-Instruct
astronomy,D,D,1,Llama-3.1-8B-Instruct
astronomy,C,C,1,Llama-3.1-8B-Instruct
astronomy,A,A,1,Llama-3.1-8B-Instruct
astronomy,C,C,1,Llama-3.1-8B-Instruct
astronomy,C,C,1,Llama-3.1-8B-Instruct
astronomy,A,A,1,Llama-3.1-8B-Instruct
astronomy,B,B,1,Llama-3.1-8B-Instruct
astronomy,D,D,1,Llama-3.1-8B-Instruct
astronomy,D,B,0,Llama-3.1-8B-Instruct
astronomy,A,A,1,Llama-3.1-8B-Instruct
astronomy,B,D,0,Llama-3.1-8B-Instruct
astronomy,A,A,1,Llama-3.1-8B-Instruct
astronomy,C,C,1,Llama-3.1-8B-Instruct
astronomy,B,B,1,Llama-3.1-8B-Instruct
business_ethics,A,C,0,Llama-3.1-8B-Instruct
business_ethics,B,B,1,Llama-3.1-8B-Instruct
business_ethics,D,D,1,Llama-3.1-8B-Instruct
business_ethics,D,D,1,Llama-3.1-8B-Instruct
business_ethics,B,B,1,Llama-3.1-8B-Instruct
business_ethics,B,B,1,Llama-3.1-8B-Instruct
business_ethics,A,B,0,Llama-3.1-8B-Instruct
business_ethics,A,A,1,Llama-3.1-8B-Instruct
business_ethics,A,B,0,Llama-3.1-8B-Instruct
business_ethics,C,C,1,Llama-3.1-8B-Instruct
business_ethics,C,C,1,Llama-3.1-8B-Instruct
business_ethics,C,C,1,Llama-3.1-8B-Instruct
business_ethics,D,D,1,Llama-3.1-8B-Instruct
business_ethics,B,B,1,Llama-3.1-8B-Instruct
business_ethics,D,D,1,Llama-3.1-8B-Instruct
business_ethics,B,B,1,Llama-3.1-8B-Instruct
business_ethics,A,A,1,Llama-3.1-8B-Instruct
business_ethics,C,C,1,Llama-3.1-8B-Instruct
business_ethics,C,C,1,Llama-3.1-8B-Instruct
business_ethics,N/A,A,0,Llama-3.1-8B-Instruct
business_ethics,A,A,1,Llama-3.1-8B-Instruct
business_ethics,B,B,1,Llama-3.1-8B-Instruct
business_ethics,C,C,1,Llama-3.1-8B-Instruct
business_ethics,A,A,1,Llama-3.1-8B-Instruct
business_ethics,A,A,1,Llama-3.1-8B-Instruct
business_ethics,B,B,1,Llama-3.1-8B-Instruct
business_ethics,B,B,1,Llama-3.1-8B-Instruct
business_ethics,C,C,1,Llama-3.1-8B-Instruct
business_ethics,B,D,0,Llama-3.1-8B-Instruct
business_ethics,D,D,1,Llama-3.1-8B-Instruct
business_ethics,A,A,1,Llama-3.1-8B-Instruct
business_ethics,A,A,1,Llama-3.1-8B-Instruct
business_ethics,A,D,0,Llama-3.1-8B-Instruct
business_ethics,A,A,1,Llama-3.1-8B-Instruct
business_ethics,D,D,1,Llama-3.1-8B-Instruct
business_ethics,C,C,1,Llama-3.1-8B-Instruct
business_ethics,A,B,0,Llama-3.1-8B-Instruct
business_ethics,D,D,1,Llama-3.1-8B-Instruct
business_ethics,C,C,1,Llama-3.1-8B-Instruct
business_ethics,B,B,1,Llama-3.1-8B-Instruct
business_ethics,N/A,D,0,Llama-3.1-8B-Instruct
business_ethics,C,A,0,Llama-3.1-8B-Instruct
business_ethics,A,A,1,Llama-3.1-8B-Instruct
business_ethics,B,B,1,Llama-3.1-8B-Instruct
business_ethics,B,B,1,Llama-3.1-8B-Instruct
business_ethics,D,D,1,Llama-3.1-8B-Instruct
business_ethics,A,C,0,Llama-3.1-8B-Instruct
business_ethics,A,A,1,Llama-3.1-8B-Instruct
business_ethics,B,D,0,Llama-3.1-8B-Instruct
business_ethics,B,B,1,Llama-3.1-8B-Instruct
business_ethics,A,A,1,Llama-3.1-8B-Instruct
business_ethics,B,B,1,Llama-3.1-8B-Instruct
business_ethics,D,D,1,Llama-3.1-8B-Instruct
business_ethics,C,C,1,Llama-3.1-8B-Instruct
business_ethics,C,A,0,Llama-3.1-8B-Instruct
business_ethics,N/A,C,0,Llama-3.1-8B-Instruct
business_ethics,C,C,1,Llama-3.1-8B-Instruct
business_ethics,A,A,1,Llama-3.1-8B-Instruct
business_ethics,B,C,0,Llama-3.1-8B-Instruct
business_ethics,A,D,0,Llama-3.1-8B-Instruct
business_ethics,D,D,1,Llama-3.1-8B-Instruct
business_ethics,D,A,0,Llama-3.1-8B-Instruct
business_ethics,A,B,0,Llama-3.1-8B-Instruct
business_ethics,A,A,1,Llama-3.1-8B-Instruct
business_ethics,A,A,1,Llama-3.1-8B-Instruct
business_ethics,D,A,0,Llama-3.1-8B-Instruct
business_ethics,D,D,1,Llama-3.1-8B-Instruct
business_ethics,A,A,1,Llama-3.1-8B-Instruct
business_ethics,A,A,1,Llama-3.1-8B-Instruct
business_ethics,N/A,A,0,Llama-3.1-8B-Instruct
business_ethics,A,B,0,Llama-3.1-8B-Instruct
business_ethics,D,B,0,Llama-3.1-8B-Instruct
business_ethics,A,A,1,Llama-3.1-8B-Instruct
business_ethics,C,C,1,Llama-3.1-8B-Instruct
business_ethics,B,B,1,Llama-3.1-8B-Instruct
business_ethics,A,C,0,Llama-3.1-8B-Instruct
business_ethics,D,A,0,Llama-3.1-8B-Instruct
business_ethics,D,C,0,Llama-3.1-8B-Instruct
business_ethics,A,A,1,Llama-3.1-8B-Instruct
business_ethics,A,A,1,Llama-3.1-8B-Instruct
business_ethics,C,B,0,Llama-3.1-8B-Instruct
business_ethics,A,C,0,Llama-3.1-8B-Instruct
business_ethics,D,D,1,Llama-3.1-8B-Instruct
business_ethics,C,D,0,Llama-3.1-8B-Instruct
business_ethics,N/A,C,0,Llama-3.1-8B-Instruct
business_ethics,C,C,1,Llama-3.1-8B-Instruct
business_ethics,A,C,0,Llama-3.1-8B-Instruct
business_ethics,A,A,1,Llama-3.1-8B-Instruct
business_ethics,B,B,1,Llama-3.1-8B-Instruct
business_ethics,B,B,1,Llama-3.1-8B-Instruct
business_ethics,N/A,B,0,Llama-3.1-8B-Instruct
business_ethics,N/A,A,0,Llama-3.1-8B-Instruct
business_ethics,A,D,0,Llama-3.1-8B-Instruct
business_ethics,D,D,1,Llama-3.1-8B-Instruct
business_ethics,N/A,B,0,Llama-3.1-8B-Instruct
business_ethics,A,A,1,Llama-3.1-8B-Instruct
business_ethics,C,C,1,Llama-3.1-8B-Instruct
business_ethics,D,A,0,Llama-3.1-8B-Instruct
business_ethics,D,D,1,Llama-3.1-8B-Instruct
business_ethics,B,B,1,Llama-3.1-8B-Instruct
clinical_knowledge,A,A,1,Llama-3.1-8B-Instruct
clinical_knowledge,D,D,1,Llama-3.1-8B-Instruct
clinical_knowledge,A,A,1,Llama-3.1-8B-Instruct
clinical_knowledge,A,B,0,Llama-3.1-8B-Instruct
clinical_knowledge,C,B,0,Llama-3.1-8B-Instruct
clinical_knowledge,D,D,1,Llama-3.1-8B-Instruct
clinical_knowledge,D,B,0,Llama-3.1-8B-Instruct
clinical_knowledge,A,A,1,Llama-3.1-8B-Instruct
clinical_knowledge,A,A,1,Llama-3.1-8B-Instruct
clinical_knowledge,D,D,1,Llama-3.1-8B-Instruct
clinical_knowledge,A,C,0,Llama-3.1-8B-Instruct
clinical_knowledge,D,D,1,Llama-3.1-8B-Instruct
