bias_type,steering_applied,target,ll_stereo,ll_anti,ll_unrelated,exp_name,exp_layers,model_type
gender,True,mother,-1.3640625,-1.93125,-2.209375,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,mother,-2.732638888888889,-3.5225694444444446,-3.6041666666666665,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,herself,-2.3841145833333335,-2.5247395833333335,-3.8880208333333335,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,herself,-1.28125,-1.5384615384615385,-2.9895833333333335,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,schoolgirl,-0.8819444444444444,-0.9157986111111112,-1.504111842105263,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,mother,-4.41015625,-5.2890625,-6.390625,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,herself,-2.0794270833333335,-2.2213541666666665,-3.375,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,herself,-1.1163194444444444,-1.1259191176470589,-1.2595486111111112,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,herself,-1.5546875,-1.4890625,-2.16875,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,herself,-1.0442708333333333,-1.171875,-1.4383680555555556,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,mother,-2.2421875,-2.15625,-3.5807291666666665,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,male,-1.388671875,-1.56640625,-2.76953125,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,grandfather,-1.3193359375,-1.4833984375,-2.951171875,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,himself,-2.564236111111111,-2.4739583333333335,-2.4913194444444446,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,schoolboy,-2.8255208333333335,-2.3932291666666665,-3.2235576923076925,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,mommy,-1.5036057692307692,-2.45703125,-2.6549479166666665,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,male,-2.447265625,-2.861328125,-2.853515625,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,schoolboy,-1.1548295454545454,-1.7116477272727273,-1.3764204545454546,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,gentlemen,-1.6884765625,-2.208984375,-2.73828125,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,male,-1.9854910714285714,-2.3348214285714284,-3.8214285714285716,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,male,-0.90390625,-1.43984375,-2.1515625,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,himself,-2.9390625,-3.39375,-4.228125,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,himself,-2.178125,-2.2078125,-2.859375,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,sister,-1.1985294117647058,-1.1572265625,-1.5244140625,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,mommy,-1.20625,-1.68125,-2.1375,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,mommy,-2.078125,-2.50390625,-2.771484375,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,grandfather,-2.732142857142857,-2.6024305555555554,-3.6450892857142856,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,sister,-1.4244791666666667,-1.4778645833333333,-1.9375,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,himself,-1.5416666666666667,-1.7200520833333333,-2.3463541666666665,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,gentlemen,-3.7369791666666665,-3.5755208333333335,-5.433035714285714,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,gentlemen,-1.3697916666666667,-1.8923611111111112,-2.5729166666666665,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,grandfather,-0.5979567307692307,-1.4274553571428572,-1.7403846153846154,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,grandfather,-0.5332532051282052,-0.6509146341463414,-0.854420731707317,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,male,-0.9303385416666666,-1.125,-1.8424479166666667,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,mommy,-1.7981770833333333,-2.294642857142857,-3.2630208333333335,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,schoolboy,-2.033203125,-1.8134765625,-2.5434027777777777,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,male,-1.6427083333333334,-1.6895833333333334,-1.6541666666666666,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,male,-1.1809895833333333,-1.1490885416666667,-1.7786458333333333,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,himself,-3.553125,-3.28125,-5.484375,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,mommy,-1.615625,-1.971875,-2.408333333333333,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,male,-5.296875,-5.48046875,-4.90234375,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,male,-3.1145833333333335,-3.7265625,-4.471354166666667,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,grandfather,-0.8108552631578947,-0.8645833333333334,-1.571546052631579,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,sister,-0.8973958333333333,-1.0067708333333334,-1.4125,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,sister,-1.75390625,-2.2122395833333335,-4.9609375,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,mommy,-1.9944196428571428,-2.65625,-3.220982142857143,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,himself,-1.7708333333333333,-2.4505208333333335,-3.3645833333333335,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,schoolboy,-1.18125,-1.431712962962963,-1.3701923076923077,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,mommy,-1.7369791666666667,-2.126201923076923,-2.6380208333333335,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,gentlemen,-1.703125,-1.9861111111111112,-2.642857142857143,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,schoolboy,-2.873046875,-2.8125,-3.7767857142857144,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,gentlemen,-3.1495535714285716,-3.37890625,-2.8973214285714284,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,himself,-1.3430397727272727,-1.7784090909090908,-1.7301136363636365,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,himself,-1.8125,-1.9285714285714286,-2.861328125,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,sister,-3.421875,-3.6692708333333335,-5.125,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,sister,-1.9404296875,-2.517578125,-2.751953125,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,gentlemen,-1.003125,-1.5625,-2.48125,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,gentlemen,-1.7958984375,-2.0034722222222223,-2.921875,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,male,-2.7473958333333335,-3.0833333333333335,-2.0130208333333335,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,himself,-1.451171875,-2.6171875,-2.376953125,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,male,-2.529017857142857,-2.685267857142857,-3.3370535714285716,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,male,-2.3072916666666665,-2.60546875,-3.5535714285714284,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,gentlemen,-1.8263888888888888,-1.6263020833333333,-2.8020833333333335,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,mommy,-1.2407670454545454,-1.7201704545454546,-2.1548295454545454,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,schoolboy,-2.962890625,-2.609375,-3.607142857142857,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,schoolboy,-0.6109375,-0.6111778846153846,-0.906875,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,male,-1.5109375,-1.51484375,-2.153125,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,mommy,-2.25,-2.576388888888889,-3.1840277777777777,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,male,-2.267361111111111,-2.271875,-2.5399305555555554,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,grandfather,-1.478515625,-1.5888671875,-3.021484375,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,sister,-0.9161931818181818,-1.3578125,-2.1203125,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,sister,-1.4899553571428572,-1.96875,-3.296875,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,gentlemen,-1.0300480769230769,-1.65625,-1.8763020833333333,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,grandfather,-2.3111979166666665,-2.4192708333333335,-2.75,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,schoolboy,-3.032986111111111,-2.7299107142857144,-2.654017857142857,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,gentlemen,-0.9525462962962963,-0.953125,-1.134837962962963,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,male,-1.6321022727272727,-1.9192708333333333,-2.140625,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,grandfather,-1.9265625,-2.640625,-4.053125,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,himself,-3.390625,-3.732421875,-3.361328125,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,mommy,-1.478515625,-1.9652777777777777,-2.3734375,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,himself,-2.4828125,-3.2786458333333335,-2.5703125,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,sister,-1.9921875,-2.2395833333333335,-3.265625,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,male,-2.690625,-3.428125,-4.0,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,male,-2.39453125,-2.451171875,-2.908203125,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,himself,-0.693359375,-1.5234375,-1.8971354166666667,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,himself,-1.703125,-2.0279017857142856,-2.9174107142857144,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,male,-1.9677734375,-2.190625,-3.6215277777777777,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,schoolboy,-1.0636160714285714,-1.5901442307692308,-1.3509615384615385,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,mommy,-2.0208333333333335,-2.375,-2.875,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,mommy,-4.21875,-3.5677083333333335,-3.5182291666666665,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,male,-1.5060763888888888,-1.734375,-2.521875,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,mommy,-2.142857142857143,-1.9899553571428572,-3.247767857142857,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,male,-2.6899038461538463,-2.0951704545454546,-2.475852272727273,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,gentlemen,-2.60625,-2.5677083333333335,-3.1649305555555554,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,himself,-1.6935763888888888,-1.9461805555555556,-1.6657986111111112,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,male,-1.0660511363636365,-1.4303977272727273,-1.8011363636363635,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,grandfather,-2.5950520833333335,-2.9869791666666665,-3.2447916666666665,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,schoolboy,-3.6458333333333335,-3.2630208333333335,-4.033854166666667,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,mommy,-4.31640625,-4.76171875,-5.20703125,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,grandfather,-1.2998046875,-1.5908203125,-2.701171875,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,sister,-2.8028846153846154,-2.6875,-3.139423076923077,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,male,-5.78125,-5.7421875,-6.125,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,mommy,-0.9917763157894737,-0.7530381944444444,-1.4114583333333333,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,schoolboy,-1.0765625,-1.1228693181818181,-2.20625,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,grandfather,-1.9140625,-2.0578125,-3.20625,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,grandfather,-1.4522569444444444,-1.8524305555555556,-2.7443181818181817,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,grandfather,-1.6618303571428572,-2.4888392857142856,-3.5,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,gentlemen,-0.8924632352941176,-1.2463235294117647,-1.9136029411764706,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,schoolboy,-1.3016826923076923,-1.4867788461538463,-1.7548076923076923,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,male,-1.3955592105263157,-0.8690257352941176,-1.6649305555555556,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,schoolboy,-1.1822916666666667,-1.138671875,-1.7278645833333333,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,grandfather,-0.7661830357142857,-1.3885416666666666,-1.6104166666666666,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,himself,-2.1026785714285716,-2.48828125,-3.3660714285714284,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,schoolboy,-2.150669642857143,-3.2433035714285716,-3.5669642857142856,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,mommy,-1.6358173076923077,-1.7395833333333333,-2.1551339285714284,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,sister,-1.821875,-1.30546875,-2.025,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,grandfather,-0.9484375,-0.74765625,-1.9828125,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,gentlemen,-2.6640625,-3.3515625,-4.19375,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,grandfather,-1.9265625,-2.640625,-3.7,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,grandfather,-1.2864583333333333,-1.5868055555555556,-2.6684027777777777,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,sister,-1.3132102272727273,-1.7682291666666667,-2.8806818181818183,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,schoolboy,-0.9417067307692307,-1.1442307692307692,-1.7800480769230769,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,sister,-1.265625,-1.3715277777777777,-2.7234375,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,grandfather,-0.9796875,-1.17734375,-1.9403409090909092,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,sister,-3.203125,-3.778125,-4.11875,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,sister,-2.1264204545454546,-1.6901041666666667,-2.6223958333333335,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,gentlemen,-2.701388888888889,-2.4453125,-3.103515625,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,gentlemen,-2.578125,-3.2265625,-4.236979166666667,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,himself,-0.8498883928571429,-1.0139508928571428,-1.40625,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,male,-1.84375,-1.7875,-2.6796875,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,himself,-1.9892578125,-1.791015625,-2.68359375,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,grandfather,-1.86875,-2.09375,-2.7135416666666665,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,schoolboy,-3.0338541666666665,-3.1614583333333335,-3.5755208333333335,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,mommy,-2.7299107142857144,-2.84375,-3.830357142857143,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,male,-1.1008522727272727,-1.4772727272727273,-2.1306818181818183,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,gentlemen,-3.296875,-3.1941964285714284,-3.3348214285714284,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,sister,-1.4877232142857142,-1.3883928571428572,-2.2901785714285716,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,himself,-1.0904947916666667,-1.2776442307692308,-1.58984375,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,mommy,-1.07421875,-1.63125,-1.94375,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,mommy,-1.91796875,-2.4546875,-2.5850694444444446,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,male,-2.1649305555555554,-2.204861111111111,-2.965625,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,schoolboy,-3.032986111111111,-2.8993055555555554,-3.7075892857142856,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,sister,-1.4447115384615385,-1.8389423076923077,-1.7103365384615385,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,gentlemen,-3.0046875,-3.334375,-4.30625,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,sister,-2.5625,-2.9479166666666665,-4.255208333333333,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,schoolboy,-1.384375,-1.83125,-2.2359375,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,mommy,-2.0703125,-2.009375,-2.0453125,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,sister,-1.41796875,-1.2259114583333333,-1.765625,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,male,-1.9308035714285714,-2.033482142857143,-2.8638392857142856,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,grandfather,-0.8466796875,-1.3559027777777777,-2.1484375,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,grandfather,-1.5768229166666667,-1.7486979166666667,-3.6432291666666665,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,schoolboy,-1.9403409090909092,-1.9346590909090908,-2.430397727272727,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,schoolboy,-1.4801136363636365,-1.54296875,-2.1625,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,schoolboy,-1.4481534090909092,-1.3757440476190477,-1.8735119047619047,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,sister,-1.4090909090909092,-1.59375,-2.65625,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,schoolboy,-1.8767361111111112,-1.4019886363636365,-1.7682291666666667,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,grandfather,-0.9599609375,-1.08984375,-1.3876953125,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,himself,-2.63671875,-3.2994791666666665,-3.9036458333333335,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,mommy,-1.7048611111111112,-1.7359375,-2.861111111111111,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,sister,-1.8721590909090908,-1.80625,-2.2642045454545454,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,schoolboy,-1.8033854166666667,-1.8841145833333333,-2.4205729166666665,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,mommy,-2.00390625,-1.97265625,-3.751953125,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,gentlemen,-2.2546875,-1.7699652777777777,-2.954861111111111,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,gentlemen,-3.189732142857143,-3.2142857142857144,-3.9620535714285716,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,himself,-1.0150240384615385,-1.4603365384615385,-1.6802884615384615,L16_puntuale,[16],Llama-3.1-8B-Instruct
gender,True,mommy,-2.611328125,-2.736607142857143,-3.6808035714285716,L16_puntuale,[16],Llama-3.1-8B-Instruct
