Subject,Is_Correct
astronomy,1
astronomy,1
astronomy,0
astronomy,1
astronomy,1
astronomy,1
astronomy,1
astronomy,1
astronomy,1
astronomy,1
astronomy,1
astronomy,1
astronomy,1
astronomy,0
astronomy,0
astronomy,1
astronomy,0
astronomy,1
astronomy,1
astronomy,0
astronomy,1
astronomy,1
astronomy,1
astronomy,0
astronomy,0
astronomy,0
astronomy,1
astronomy,1
astronomy,1
astronomy,1
astronomy,0
astronomy,1
astronomy,1
astronomy,1
astronomy,0
business_ethics,1
business_ethics,1
business_ethics,0
business_ethics,1
business_ethics,1
business_ethics,0
business_ethics,0
business_ethics,1
business_ethics,0
business_ethics,0
business_ethics,0
business_ethics,1
business_ethics,1
business_ethics,1
business_ethics,1
business_ethics,1
business_ethics,1
business_ethics,1
business_ethics,0
business_ethics,0
business_ethics,0
business_ethics,1
business_ethics,0
business_ethics,0
business_ethics,1
business_ethics,1
business_ethics,1
business_ethics,0
business_ethics,1
business_ethics,1
business_ethics,1
business_ethics,1
business_ethics,0
business_ethics,0
business_ethics,0
business_ethics,1
business_ethics,0
business_ethics,1
business_ethics,1
business_ethics,1
business_ethics,1
business_ethics,0
business_ethics,0
business_ethics,1
business_ethics,1
business_ethics,1
business_ethics,1
business_ethics,1
business_ethics,1
business_ethics,0
business_ethics,1
business_ethics,0
business_ethics,1
business_ethics,1
business_ethics,0
business_ethics,0
business_ethics,0
business_ethics,0
business_ethics,0
business_ethics,0
business_ethics,1
business_ethics,0
business_ethics,0
business_ethics,1
business_ethics,0
business_ethics,0
business_ethics,1
business_ethics,1
business_ethics,1
business_ethics,0
business_ethics,0
business_ethics,0
business_ethics,0
business_ethics,0
business_ethics,0
business_ethics,0
business_ethics,1
business_ethics,1
business_ethics,1
business_ethics,0
business_ethics,0
business_ethics,1
business_ethics,1
business_ethics,0
business_ethics,0
business_ethics,0
business_ethics,0
business_ethics,1
business_ethics,1
business_ethics,1
business_ethics,0
business_ethics,0
business_ethics,0
business_ethics,1
business_ethics,0
business_ethics,0
business_ethics,0
business_ethics,0
business_ethics,1
business_ethics,1
clinical_knowledge,0
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,0
clinical_knowledge,0
clinical_knowledge,1
clinical_knowledge,0
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,0
clinical_knowledge,0
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,0
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,0
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,0
clinical_knowledge,0
clinical_knowledge,1
clinical_knowledge,0
clinical_knowledge,0
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,0
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,0
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,0
clinical_knowledge,0
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,0
clinical_knowledge,0
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,0
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,0
clinical_knowledge,1
clinical_knowledge,0
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,0
clinical_knowledge,0
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,0
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,0
clinical_knowledge,1
clinical_knowledge,0
clinical_knowledge,1
clinical_knowledge,0
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,0
clinical_knowledge,0
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,0
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,0
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,0
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,0
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,0
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,0
clinical_knowledge,0
clinical_knowledge,1
clinical_knowledge,0
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,0
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,0
clinical_knowledge,0
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,0
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,0
clinical_knowledge,0
clinical_knowledge,0
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,0
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,0
clinical_knowledge,1
clinical_knowledge,0
clinical_knowledge,0
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,0
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,0
clinical_knowledge,1
clinical_knowledge,0
clinical_knowledge,1
clinical_knowledge,0
clinical_knowledge,0
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,0
clinical_knowledge,1
clinical_knowledge,0
clinical_knowledge,1
clinical_knowledge,0
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,0
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,0
clinical_knowledge,0
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,0
clinical_knowledge,0
clinical_knowledge,0
clinical_knowledge,0
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,0
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,0
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,0
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,0
clinical_knowledge,0
clinical_knowledge,0
clinical_knowledge,0
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,0
clinical_knowledge,0
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,0
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,0
clinical_knowledge,0
clinical_knowledge,1
clinical_knowledge,0
clinical_knowledge,0
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,0
clinical_knowledge,1
clinical_knowledge,0
clinical_knowledge,0
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,0
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,0
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,0
clinical_knowledge,1
clinical_knowledge,1
clinical_knowledge,0
college_biology,0
college_biology,1
college_biology,0
college_biology,1
college_biology,1
college_biology,1
college_biology,1
college_biology,0
college_biology,1
college_biology,1
college_biology,1
college_biology,0
college_biology,1
college_biology,1
college_biology,0
college_biology,1
college_biology,1
college_biology,1
college_biology,1
college_biology,1
college_biology,1
college_biology,1
college_biology,0
college_biology,1
college_biology,1
college_biology,1
college_biology,0
college_biology,1
college_biology,1
college_biology,1
college_biology,0
college_biology,0
college_biology,1
college_biology,1
college_biology,0
college_biology,1
college_biology,1
college_biology,0
college_biology,1
college_biology,0
college_biology,1
college_biology,0
college_biology,1
college_biology,0
college_biology,0
college_biology,0
college_biology,0
college_biology,1
college_biology,0
college_biology,1
college_biology,1
college_biology,1
college_biology,1
college_biology,0
college_biology,0
college_biology,0
college_biology,0
college_biology,1
college_biology,0
college_biology,1
college_biology,1
college_biology,1
college_biology,1
college_biology,0
college_biology,1
college_biology,0
college_biology,0
college_biology,0
college_biology,1
college_biology,1
college_biology,1
college_biology,1
college_biology,1
college_biology,0
college_biology,1
college_biology,1
college_biology,1
college_biology,1
college_biology,0
college_biology,1
college_biology,0
college_biology,1
college_biology,1
college_biology,0
college_biology,1
college_biology,1
college_biology,1
college_biology,1
college_biology,1
college_biology,1
college_biology,1
college_biology,1
college_biology,1
college_biology,1
college_biology,1
college_biology,1
college_biology,0
college_biology,1
college_biology,1
college_biology,1
college_biology,1
college_biology,1
college_biology,1
college_biology,0
college_biology,1
college_biology,0
college_biology,0
college_biology,0
college_biology,0
college_biology,1
college_biology,0
college_biology,1
college_biology,1
college_biology,1
college_biology,1
college_biology,0
college_biology,1
college_biology,1
college_biology,0
college_biology,1
college_biology,1
college_biology,1
college_biology,1
college_biology,1
college_biology,0
college_biology,1
college_biology,1
college_biology,1
college_biology,1
college_biology,1
college_biology,1
college_biology,1
college_biology,1
college_biology,0
college_biology,1
college_biology,0
college_biology,0
college_biology,1
college_biology,0
college_biology,0
college_biology,1
college_biology,1
college_biology,1
college_biology,1
college_chemistry,0
college_chemistry,1
college_chemistry,0
college_chemistry,0
college_chemistry,1
college_chemistry,1
college_chemistry,1
college_chemistry,1
college_chemistry,0
college_chemistry,0
college_chemistry,1
college_chemistry,0
college_chemistry,0
college_chemistry,0
college_chemistry,0
college_chemistry,0
college_chemistry,1
college_chemistry,1
college_chemistry,0
college_chemistry,0
college_chemistry,1
college_chemistry,0
college_chemistry,1
college_chemistry,0
college_chemistry,1
college_chemistry,0
college_chemistry,1
college_chemistry,0
college_chemistry,1
college_chemistry,1
college_chemistry,1
college_chemistry,0
college_chemistry,0
college_chemistry,1
college_chemistry,0
college_chemistry,0
college_chemistry,0
college_chemistry,1
college_chemistry,0
college_chemistry,0
college_chemistry,0
college_chemistry,0
college_chemistry,1
college_chemistry,0
college_chemistry,1
college_chemistry,0
college_chemistry,0
college_chemistry,1
college_chemistry,1
college_chemistry,1
college_chemistry,1
college_chemistry,0
college_chemistry,0
college_chemistry,0
college_chemistry,0
college_chemistry,1
college_chemistry,1
college_chemistry,0
college_chemistry,0
college_chemistry,0
college_chemistry,1
college_chemistry,0
college_chemistry,1
college_chemistry,1
college_chemistry,1
college_chemistry,1
college_chemistry,0
college_chemistry,0
college_chemistry,1
college_chemistry,0
college_chemistry,0
college_chemistry,1
college_chemistry,0
college_chemistry,1
college_chemistry,1
college_chemistry,0
college_chemistry,1
college_chemistry,0
college_chemistry,1
college_chemistry,1
college_chemistry,0
college_chemistry,0
college_chemistry,0
college_chemistry,1
college_chemistry,1
college_chemistry,1
college_chemistry,0
college_chemistry,1
college_chemistry,0
college_chemistry,1
college_chemistry,0
college_chemistry,1
college_chemistry,0
college_chemistry,1
college_chemistry,0
college_chemistry,0
college_chemistry,1
college_chemistry,0
college_chemistry,0
college_chemistry,1
college_computer_science,0
college_computer_science,0
college_computer_science,1
college_computer_science,1
college_computer_science,0
college_computer_science,1
college_computer_science,0
college_computer_science,0
college_computer_science,0
college_computer_science,1
college_computer_science,1
college_computer_science,0
college_computer_science,0
college_computer_science,0
college_computer_science,0
college_computer_science,1
college_computer_science,1
college_computer_science,0
college_computer_science,1
college_computer_science,1
college_computer_science,1
college_computer_science,1
college_computer_science,1
college_computer_science,0
college_computer_science,0
college_computer_science,1
college_computer_science,1
college_computer_science,0
college_computer_science,1
college_computer_science,1
college_computer_science,1
college_computer_science,1
college_computer_science,1
college_computer_science,0
college_computer_science,1
college_computer_science,0
college_computer_science,1
college_computer_science,0
college_computer_science,1
college_computer_science,1
college_computer_science,0
college_computer_science,1
college_computer_science,0
college_computer_science,0
college_computer_science,1
college_computer_science,0
college_computer_science,1
college_computer_science,0
college_computer_science,0
college_computer_science,1
college_computer_science,1
college_computer_science,0
college_computer_science,0
college_computer_science,1
college_computer_science,0
college_computer_science,0
college_computer_science,1
college_computer_science,0
college_computer_science,1
college_computer_science,1
college_computer_science,1
college_computer_science,0
college_computer_science,1
college_computer_science,1
college_computer_science,0
college_computer_science,1
college_computer_science,0
college_computer_science,0
college_computer_science,0
college_computer_science,0
college_computer_science,1
college_computer_science,0
college_computer_science,0
college_computer_science,1
college_computer_science,1
college_computer_science,0
college_computer_science,0
college_computer_science,0
college_computer_science,0
college_computer_science,0
college_computer_science,0
college_computer_science,1
college_computer_science,1
college_computer_science,0
college_computer_science,0
college_computer_science,1
college_computer_science,0
college_computer_science,0
college_computer_science,1
college_computer_science,1
college_computer_science,1
college_computer_science,1
college_computer_science,0
college_computer_science,1
college_computer_science,1
college_computer_science,0
college_computer_science,0
college_computer_science,1
college_computer_science,0
college_computer_science,1
college_mathematics,0
college_mathematics,0
college_mathematics,1
college_mathematics,0
college_mathematics,1
college_mathematics,1
college_mathematics,0
college_mathematics,1
college_mathematics,0
college_mathematics,0
college_mathematics,1
college_mathematics,0
college_mathematics,0
college_mathematics,0
college_mathematics,0
college_mathematics,1
college_mathematics,0
college_mathematics,1
college_mathematics,1
college_mathematics,0
college_mathematics,1
college_mathematics,0
college_mathematics,0
college_mathematics,0
college_mathematics,0
college_mathematics,1
college_mathematics,0
college_mathematics,0
college_mathematics,0
college_mathematics,0
college_mathematics,0
college_mathematics,1
college_mathematics,0
college_mathematics,1
college_mathematics,1
college_mathematics,0
college_mathematics,0
college_mathematics,0
college_mathematics,0
college_mathematics,1
college_mathematics,0
college_mathematics,1
college_mathematics,1
college_mathematics,0
college_mathematics,1
college_mathematics,1
college_mathematics,0
college_mathematics,1
college_mathematics,0
college_mathematics,1
college_mathematics,0
college_mathematics,1
college_mathematics,1
college_mathematics,1
college_mathematics,0
college_mathematics,1
college_mathematics,0
college_mathematics,1
college_mathematics,1
college_mathematics,0
college_mathematics,0
college_mathematics,0
college_mathematics,0
college_mathematics,0
college_mathematics,0
college_mathematics,1
college_mathematics,0
college_mathematics,1
college_mathematics,0
college_mathematics,0
college_mathematics,1
college_mathematics,1
college_mathematics,1
college_mathematics,0
college_mathematics,0
college_mathematics,1
college_mathematics,0
college_mathematics,1
college_mathematics,0
college_mathematics,0
college_mathematics,0
college_mathematics,0
college_mathematics,0
college_mathematics,1
college_mathematics,1
college_mathematics,0
college_mathematics,0
college_mathematics,1
college_mathematics,0
college_mathematics,0
college_mathematics,0
college_mathematics,0
college_mathematics,0
college_mathematics,0
college_mathematics,0
college_mathematics,1
college_mathematics,0
college_mathematics,0
college_mathematics,0
college_mathematics,0
college_medicine,1
college_medicine,1
college_medicine,1
college_medicine,1
college_medicine,0
college_medicine,1
college_medicine,1
college_medicine,1
college_medicine,0
college_medicine,1
college_medicine,0
college_medicine,1
college_medicine,1
college_medicine,0
college_medicine,0
college_medicine,0
college_medicine,1
college_medicine,1
college_medicine,0
college_medicine,1
college_medicine,0
college_medicine,0
college_medicine,1
college_medicine,1
college_medicine,1
college_medicine,1
college_medicine,1
college_medicine,1
college_medicine,0
college_medicine,1
college_medicine,1
college_medicine,1
college_medicine,0
college_medicine,1
college_medicine,0
college_medicine,1
college_medicine,1
college_medicine,1
college_medicine,0
college_medicine,1
college_medicine,0
college_medicine,0
college_medicine,1
college_medicine,0
college_medicine,0
college_medicine,0
college_medicine,1
college_medicine,0
college_medicine,1
college_medicine,0
college_medicine,1
college_medicine,1
college_medicine,1
college_medicine,1
college_medicine,1
college_medicine,1
college_medicine,1
college_medicine,1
college_medicine,1
college_medicine,1
college_medicine,1
college_medicine,1
college_medicine,1
college_medicine,0
college_medicine,0
college_medicine,1
college_medicine,0
college_medicine,1
college_medicine,1
college_medicine,1
college_medicine,1
college_medicine,0
college_medicine,0
college_medicine,0
college_medicine,0
college_medicine,1
college_medicine,1
college_medicine,0
college_medicine,0
college_medicine,0
college_medicine,1
college_medicine,0
college_medicine,0
college_medicine,1
college_medicine,0
college_medicine,1
college_medicine,0
college_medicine,1
college_medicine,0
college_medicine,1
college_medicine,0
college_medicine,1
college_medicine,1
college_medicine,0
college_medicine,1
college_medicine,0
college_medicine,0
college_medicine,0
college_medicine,1
college_medicine,1
college_medicine,1
college_medicine,1
college_medicine,0
college_medicine,1
college_medicine,1
college_medicine,0
college_medicine,0
college_medicine,1
college_medicine,1
college_medicine,1
college_medicine,1
college_medicine,0
college_medicine,0
college_medicine,0
college_medicine,1
college_medicine,1
college_medicine,0
college_medicine,1
college_medicine,1
college_medicine,1
college_medicine,0
college_medicine,1
college_medicine,0
college_medicine,0
college_medicine,1
college_medicine,0
college_medicine,0
college_medicine,1
college_medicine,0
college_medicine,1
college_medicine,0
college_medicine,0
college_medicine,1
college_medicine,0
college_medicine,0
college_medicine,1
college_medicine,0
college_medicine,0
college_medicine,1
college_medicine,0
college_medicine,1
college_medicine,1
college_medicine,1
college_medicine,0
college_medicine,1
college_medicine,1
college_medicine,1
college_medicine,0
college_medicine,0
college_medicine,0
college_medicine,1
college_medicine,1
college_medicine,0
college_medicine,1
college_medicine,1
college_medicine,1
college_medicine,1
college_medicine,0
college_medicine,0
college_medicine,1
college_medicine,1
college_medicine,1
college_medicine,1
college_medicine,1
college_medicine,0
college_medicine,0
college_medicine,0
college_medicine,1
college_medicine,0
college_medicine,0
college_medicine,1
college_medicine,1
college_medicine,1
college_physics,0
college_physics,1
college_physics,0
college_physics,1
college_physics,1
college_physics,1
college_physics,0
college_physics,0
college_physics,1
college_physics,0
college_physics,1
college_physics,0
college_physics,0
college_physics,1
college_physics,0
college_physics,1
college_physics,1
college_physics,0
college_physics,1
college_physics,0
college_physics,1
college_physics,0
college_physics,0
college_physics,0
college_physics,1
college_physics,1
college_physics,0
college_physics,1
college_physics,0
college_physics,0
college_physics,1
college_physics,1
college_physics,0
college_physics,0
college_physics,0
college_physics,0
college_physics,1
college_physics,1
college_physics,0
college_physics,0
college_physics,0
college_physics,0
college_physics,0
college_physics,1
college_physics,1
college_physics,1
college_physics,1
college_physics,0
college_physics,0
college_physics,1
college_physics,0
college_physics,1
college_physics,1
college_physics,1
college_physics,0
college_physics,0
college_physics,1
college_physics,1
college_physics,0
college_physics,0
college_physics,1
college_physics,1
college_physics,0
college_physics,0
college_physics,0
college_physics,0
college_physics,1
college_physics,0
college_physics,0
college_physics,1
college_physics,1
college_physics,0
college_physics,0
college_physics,1
college_physics,0
college_physics,1
college_physics,0
college_physics,1
college_physics,1
college_physics,0
college_physics,0
college_physics,0
college_physics,0
college_physics,0
college_physics,0
college_physics,0
college_physics,1
college_physics,0
college_physics,0
college_physics,0
college_physics,1
college_physics,0
college_physics,0
college_physics,0
college_physics,0
college_physics,0
college_physics,1
college_physics,1
college_physics,0
college_physics,0
college_physics,0
college_physics,1
computer_security,0
computer_security,0
computer_security,0
computer_security,1
computer_security,0
computer_security,1
computer_security,0
computer_security,1
computer_security,1
computer_security,1
computer_security,0
computer_security,0
computer_security,1
computer_security,0
computer_security,1
computer_security,1
computer_security,0
computer_security,0
computer_security,1
computer_security,1
computer_security,1
computer_security,0
computer_security,1
computer_security,1
computer_security,1
computer_security,1
computer_security,0
computer_security,1
computer_security,0
computer_security,1
computer_security,1
computer_security,0
computer_security,1
computer_security,0
computer_security,1
computer_security,1
computer_security,1
computer_security,1
computer_security,0
computer_security,1
computer_security,1
computer_security,1
computer_security,1
computer_security,1
computer_security,0
computer_security,1
computer_security,1
computer_security,1
computer_security,1
computer_security,0
computer_security,1
computer_security,0
computer_security,1
computer_security,1
computer_security,1
computer_security,0
computer_security,1
computer_security,1
computer_security,1
computer_security,1
computer_security,1
computer_security,1
computer_security,0
computer_security,1
computer_security,1
computer_security,0
computer_security,1
computer_security,1
computer_security,1
computer_security,0
computer_security,0
computer_security,1
computer_security,1
computer_security,1
computer_security,1
computer_security,0
computer_security,1
computer_security,1
computer_security,0
computer_security,1
computer_security,1
computer_security,0
computer_security,1
computer_security,1
computer_security,1
computer_security,1
computer_security,1
computer_security,1
computer_security,0
computer_security,1
computer_security,1
computer_security,1
computer_security,0
computer_security,0
computer_security,0
computer_security,1
computer_security,0
computer_security,1
computer_security,1
computer_security,0
conceptual_physics,0
conceptual_physics,0
conceptual_physics,1
conceptual_physics,1
conceptual_physics,1
conceptual_physics,1
conceptual_physics,1
conceptual_physics,1
conceptual_physics,1
conceptual_physics,1
conceptual_physics,1
conceptual_physics,1
conceptual_physics,0
conceptual_physics,1
conceptual_physics,1
conceptual_physics,1
conceptual_physics,0
conceptual_physics,0
conceptual_physics,0
conceptual_physics,1
conceptual_physics,0
conceptual_physics,0
conceptual_physics,0
conceptual_physics,1
conceptual_physics,0
conceptual_physics,0
conceptual_physics,0
conceptual_physics,1
conceptual_physics,1
conceptual_physics,0
conceptual_physics,1
conceptual_physics,1
conceptual_physics,0
conceptual_physics,1
conceptual_physics,1
conceptual_physics,0
conceptual_physics,0
conceptual_physics,0
conceptual_physics,1
conceptual_physics,1
conceptual_physics,0
conceptual_physics,1
conceptual_physics,1
conceptual_physics,1
conceptual_physics,0
conceptual_physics,0
conceptual_physics,0
conceptual_physics,0
conceptual_physics,1
conceptual_physics,1
conceptual_physics,1
conceptual_physics,1
conceptual_physics,0
conceptual_physics,1
conceptual_physics,0
conceptual_physics,1
conceptual_physics,1
conceptual_physics,1
conceptual_physics,1
conceptual_physics,0
conceptual_physics,1
conceptual_physics,0
conceptual_physics,1
conceptual_physics,1
conceptual_physics,0
conceptual_physics,0
conceptual_physics,0
conceptual_physics,0
conceptual_physics,0
conceptual_physics,0
conceptual_physics,0
conceptual_physics,0
conceptual_physics,1
conceptual_physics,1
